customer_id,customer_name,city,state,email
88,KEYKK,Mumbai,TN,user88@mail.com
89,WHQDL,Chennai,TN,user89@mail.com
90,GUGLU,Chennai,DL,user90@mail.com
91,ATFQS,Pune,TN,user91@mail.com
92,QJFZB,Bangalore,DL,user92@mail.com
94,DNGOB,Bangalore,TN,user94@mail.com
95,UNVCK,Chennai,TN,user95@mail.com
96,UHJPE,Delhi,TS,user96@mail.com
97,KLWOE,Pune,TS,user97@mail.com
98,PUJNJ,Delhi,KA,user98@mail.com
99,QQPFE,Pune,DL,user99@mail.com
100,OREFC,Pune,MH,user100@mail.com
101,VBTKS,Mumbai,DL,user101@mail.com
102,MOOSM,Delhi,MH,user102@mail.com
103,VZEKM,Pune,MH,user103@mail.com
104,LGYQA,Mumbai,TN,user104@mail.com
106,WPGMS,Delhi,DL,user106@mail.com
107,VQMYN,Mumbai,KA,user107@mail.com
108,XSEUZ,Delhi,TN,user108@mail.com
109,RPSAG,Chennai,MH,user109@mail.com
110,VQZPT,Hyderabad,TS,user110@mail.com
112,OETMW,Pune,KA,user112@mail.com
113,CYHKZ,Chennai,DL,user113@mail.com
114,BNCLX,Chennai,TN,user114@mail.com
115,LRSVD,Delhi,TN,user115@mail.com
116,PHVBQ,Hyderabad,TN,user116@mail.com
117,ZZLRZ,Delhi,MH,user117@mail.com
118,ZOUPB,Chennai,MH,user118@mail.com
119,MNPYO,Bangalore,TN,user119@mail.com
120,TKSER,Hyderabad,TS,user120@mail.com
121,PFQNS,Mumbai,KA,user121@mail.com
122,JVFHA,Hyderabad,MH,user122@mail.com
123,WKTNV,Mumbai,TN,user123@mail.com
124,WGLGJ,Bangalore,DL,user124@mail.com
125,VUXWV,Mumbai,TS,user125@mail.com
126,WNQMV,Hyderabad,DL,user126@mail.com
128,QUZNO,Delhi,TS,user128@mail.com
129,AIVZV,Delhi,DL,user129@mail.com
130,ZJNSB,Mumbai,TN,user130@mail.com
131,TBRNO,Delhi,TN,user131@mail.com
132,HKYLL,Hyderabad,TS,user132@mail.com
133,BVCRV,Chennai,MH,user133@mail.com
134,NKGII,Delhi,DL,user134@mail.com
135,UUHIH,Hyderabad,TS,user135@mail.com
136,RJDZN,Hyderabad,KA,user136@mail.com
137,LDSKV,Chennai,DL,user137@mail.com
138,BOYMF,Bangalore,KA,user138@mail.com
140,ZABAQ,Hyderabad,TN,user140@mail.com
141,YNEEN,Pune,DL,user141@mail.com
143,VAABS,Mumbai,TN,user143@mail.com
144,CRRAZ,Mumbai,TS,user144@mail.com
145,GOMFO,Bangalore,TS,user145@mail.com
146,KAPMP,Mumbai,KA,user146@mail.com
147,WXWPG,Delhi,MH,user147@mail.com
148,KZWYX,Bangalore,DL,user148@mail.com
149,GJEYK,Delhi,MH,user149@mail.com
150,ITUZY,Chennai,TN,user150@mail.com
151,DWFNW,Delhi,TN,user151@mail.com
152,CPBSP,Hyderabad,TS,user152@mail.com
153,LIHLX,Delhi,DL,user153@mail.com
154,XFEOZ,Bangalore,TS,user154@mail.com
155,HRQRM,Mumbai,KA,user155@mail.com
156,YAVHW,Mumbai,KA,user156@mail.com
157,BKMGN,Chennai,DL,user157@mail.com
158,CXQTR,Mumbai,TS,user158@mail.com
159,GGTCG,Bangalore,DL,user159@mail.com
160,EICPT,Bangalore,KA,user160@mail.com
161,SACSD,Chennai,TS,user161@mail.com
162,JSSKE,Mumbai,TN,user162@mail.com
163,FFYIZ,Bangalore,KA,user163@mail.com
164,EQXIY,Pune,TS,user164@mail.com
166,DJOEX,Chennai,DL,user166@mail.com
167,QYHMV,Chennai,DL,user167@mail.com
169,ULPQT,Mumbai,DL,user169@mail.com
170,CCTCA,Chennai,MH,user170@mail.com
171,TJMVS,Chennai,MH,user171@mail.com
172,SQPWP,Hyderabad,DL,user172@mail.com
173,RKPML,Pune,DL,user173@mail.com
174,AXSBW,Mumbai,KA,user174@mail.com
175,BBJZR,Bangalore,TS,user175@mail.com
177,LYUZT,Delhi,DL,user177@mail.com
178,SWUTZ,Hyderabad,TS,user178@mail.com
179,WLDAI,Bangalore,KA,user179@mail.com
180,LUNBL,Mumbai,TN,user180@mail.com
181,RAQBA,Pune,KA,user181@mail.com
182,CURKP,Hyderabad,KA,user182@mail.com
183,VRAMG,Chennai,TS,user183@mail.com
184,VZZNP,Chennai,TN,user184@mail.com
185,JCLBY,Mumbai,KA,user185@mail.com
186,WEMTL,Hyderabad,TS,user186@mail.com
187,VOJUA,Hyderabad,KA,user187@mail.com
188,JTSTY,Bangalore,DL,user188@mail.com
189,KAUDE,Chennai,TN,user189@mail.com
190,RPOCT,Hyderabad,TN,user190@mail.com
191,AZKBG,Bangalore,MH,user191@mail.com
192,BOSHK,Delhi,MH,user192@mail.com
193,QCGTJ,Mumbai,DL,user193@mail.com
194,UYTBY,Hyderabad,TS,user194@mail.com
195,NHYWH,Hyderabad,DL,user195@mail.com
196,HJRKI,Pune,MH,user196@mail.com
197,GRNBY,Pune,KA,user197@mail.com
198,ZADVI,Hyderabad,KA,user198@mail.com
199,QUQGD,Mumbai,TS,user199@mail.com
200,UJXNV,Bangalore,TS,user200@mail.com
202,SDHQW,Pune,TN,user202@mail.com
203,YTGBT,Delhi,MH,user203@mail.com
204,BEJJM,Mumbai,DL,user204@mail.com
205,EBYRP,Pune,TS,user205@mail.com
206,YTOJG,Pune,MH,user206@mail.com
207,MNDDK,Chennai,MH,user207@mail.com
208,JXTUE,Chennai,MH,user208@mail.com
209,IZUFN,Mumbai,TS,user209@mail.com
210,GVKVL,Bangalore,TN,user210@mail.com
211,LGYBD,Delhi,DL,user211@mail.com
212,FAMDB,Pune,KA,user212@mail.com
213,QUBHP,Delhi,KA,user213@mail.com
214,XRJBN,Delhi,KA,user214@mail.com
215,JUHHH,Delhi,TN,user215@mail.com
216,MBUBN,Delhi,KA,user216@mail.com
217,OZCYM,Hyderabad,TN,user217@mail.com
218,FEQJE,Pune,TN,user218@mail.com
219,GJBNB,Bangalore,TS,user219@mail.com
220,VEFMS,Chennai,TN,user220@mail.com
221,JJTAN,Bangalore,TS,user221@mail.com
222,ZFYSZ,Pune,TN,user222@mail.com
223,ZIYKJ,Bangalore,DL,user223@mail.com
224,VTURJ,Delhi,MH,user224@mail.com
225,WCWSU,Chennai,TS,user225@mail.com
226,RBHNI,Delhi,KA,user226@mail.com
227,JOWUL,Pune,TN,user227@mail.com
228,MWHVT,Mumbai,TS,user228@mail.com
229,FHAHX,Pune,DL,user229@mail.com
230,RKGDN,Chennai,KA,user230@mail.com
231,BHFFI,Bangalore,TS,user231@mail.com
232,RTKWH,Chennai,TS,user232@mail.com
234,ZFNVJ,Delhi,MH,user234@mail.com
235,DNVHZ,Mumbai,TN,user235@mail.com
236,QEWOA,Delhi,MH,user236@mail.com
237,BMZSI,Hyderabad,DL,user237@mail.com
238,ITORD,Bangalore,MH,user238@mail.com
239,WTOBQ,Pune,MH,user239@mail.com
240,MAONW,Delhi,TN,user240@mail.com
241,AOEUT,Mumbai,TS,user241@mail.com
242,HULGK,Chennai,DL,user242@mail.com
243,YOQOA,Delhi,DL,user243@mail.com
244,XCRMA,Mumbai,KA,user244@mail.com
245,XHGAB,Hyderabad,DL,user245@mail.com
246,YRLFX,Pune,TN,user246@mail.com
247,BCFMU,Pune,KA,user247@mail.com
248,HNWPM,Hyderabad,DL,user248@mail.com
249,QNDKM,Pune,TN,user249@mail.com
250,HERSU,Bangalore,TS,user250@mail.com
